,Gender,Unnamed: 1,Male,Female,Total,completion_month_year,year,year2,phase,Published paper,Published paper  YN,Published result in clicnicaltrials,others,R/O,official_title,source,source.1,intervention_names,Age eligible for study,Lowe limit of age < 18,Age upper limit,Age code upper limit,Study population,Country,Continent,Is there an extension study
123,NCT01546688,2016,21,30,51,8/1/2011,2011,1,Phase 4,0,n,y,,R,"A Randomised, Double Blind, Placebo-controlled Study to Evaluate the Safety and Tolerability and to Explore the Efficacy of Zonisamide as add-on Therapy in Elderly Patients With Refractory Partial Seizures",Eisai Inc.,1,Zonisamide at targeted daily doses of 100-500 mg/day | Placebo administered to match targeted daily doses of 100-500 mg/day,65 and older,n,nil,>/75,Hungary,3,Europe,N
123,NCT01546688,2016,21,30,51,8/1/2011,2011,1,Phase 4,0,n,y,,R,"A Randomised, Double Blind, Placebo-controlled Study to Evaluate the Safety and Tolerability and to Explore the Efficacy of Zonisamide as add-on Therapy in Elderly Patients With Refractory Partial Seizures",Eisai Inc.,1,Zonisamide at targeted daily doses of 100-500 mg/day | Placebo administered to match targeted daily doses of 100-500 mg/day,65 and older,n,nil,>/75,Italy,3,Europe,N
123,NCT01546688,2016,21,30,51,8/1/2011,2011,1,Phase 4,0,n,y,,R,"A Randomised, Double Blind, Placebo-controlled Study to Evaluate the Safety and Tolerability and to Explore the Efficacy of Zonisamide as add-on Therapy in Elderly Patients With Refractory Partial Seizures",Eisai Inc.,1,Zonisamide at targeted daily doses of 100-500 mg/day | Placebo administered to match targeted daily doses of 100-500 mg/day,65 and older,n,nil,>/75,Netherlands,3,Europe,N
123,NCT01546688,2016,21,30,51,8/1/2011,2011,1,Phase 4,0,n,y,,R,"A Randomised, Double Blind, Placebo-controlled Study to Evaluate the Safety and Tolerability and to Explore the Efficacy of Zonisamide as add-on Therapy in Elderly Patients With Refractory Partial Seizures",Eisai Inc.,1,Zonisamide at targeted daily doses of 100-500 mg/day | Placebo administered to match targeted daily doses of 100-500 mg/day,65 and older,n,nil,>/75,Poland,3,Europe,N
123,NCT01546688,2016,21,30,51,8/1/2011,2011,1,Phase 4,0,n,y,,R,"A Randomised, Double Blind, Placebo-controlled Study to Evaluate the Safety and Tolerability and to Explore the Efficacy of Zonisamide as add-on Therapy in Elderly Patients With Refractory Partial Seizures",Eisai Inc.,1,Zonisamide at targeted daily doses of 100-500 mg/day | Placebo administered to match targeted daily doses of 100-500 mg/day,65 and older,n,nil,>/75,Switzerland,3,Europe,N
123,NCT01546688,2016,21,30,51,8/1/2011,2011,1,Phase 4,0,n,y,,R,"A Randomised, Double Blind, Placebo-controlled Study to Evaluate the Safety and Tolerability and to Explore the Efficacy of Zonisamide as add-on Therapy in Elderly Patients With Refractory Partial Seizures",Eisai Inc.,1,Zonisamide at targeted daily doses of 100-500 mg/day | Placebo administered to match targeted daily doses of 100-500 mg/day,65 and older,n,nil,>/75,United Kingdom of Great Britain and Northern Ireland,3,Europe,N
124,NCT01439438,2017,28,0,28,9/11/2011,2011,1,Phase 1,0,n,y,,O,"Relative Bioavailability Study of Two Formulations of Topiramate 100 mg Coated Tablet in Healthy Male Volunteers, the Test Formulation Produced by Dr. Reddy's Laboratories Ltd. and the Reference Formulation (TopamaxÔÎ) Marked by Janssen-Cilag Farmacê_utica Ltda.A Relative Bioavailability Study of Two Formulations of Topiramate 100 mg Coated Tablet in Healthy Male Volunteers, the Test Formulation Produced by Dr. Reddy's Laboratories Ltd. and the Reference Formulation (TopamaxÔÎ) Marked by Janssen-Cilag Farmacê_utica Ltda.",GlaxoSmithKline,1,Topiramate coated tablet | TopamaxÔÎ coated tablet,18-50,n,50,19-54,Brazil,3,South America,n
125,NCT01146951,2018,36,22,58,8/1/2011,2011,1,Phase 3,0,n,y,,R,"A Placebo-Controlled, Double-Blind Comparative Study of E2080 in Lennox-Gastaut Syndrome Patients",Eisai Inc.,1,Syndrome | Lennox Gastaut Syndrome,4_30,y,30,19-54,Japan,4,"Asia
",N
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Australia,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Denmark,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,France,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Germany,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Greece,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Hungary,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,India,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Italy,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,"Korea, Republic of",3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Poland,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Russian Federation,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Serbia,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Slovakia,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,South Africa,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Spain,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,Sweden,3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,"Taiwan, Province of China",3,"Oceania
Europe
Asia
Africa
",Y
126,NCT00477295,Baulac 2012,346,235,581,1/1/2011,2011,1,Phase 3,1,y,y,,R,"A Randomized, Multi-centre, Double-blind Study, to Compare the Efficacy and Safety of Zonisamide and Carbamazepine as Monotherapy, in Newly Diagnosed Partial Epilepsy",Eisai Inc.,1,Zonisamide | Carbamazepine,18-75,n,75,>/75,United Kingdom of Great Britain and Northern Ireland,3,"Oceania
Europe
Asia
Africa
",Y
127,NCT01235403,Baulac 2017,45,55,100,12/1/2011,2011,1,Phase 4,1,y,y,,O,"A Multicenter, Open Label Study to Evaluate the Tolerability, Safety and Efficacy of Lacosamide (200mg - 400mg/Day) as add-on Therapy for Patients With Partial Onset Epilepsy Using a Flexible Dose-escalation Schedule and Individualized Maintenance Doses",UCB Pharma,1,Lacosamide,18 years and older,n,nil,>/75,France,3,Europe,n
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,United States of America,2,"North America
Asia
Europe

",Y
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,Bulgaria,2,"North America
Asia
Europe

",Y
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,Germany,2,"North America
Asia
Europe

",Y
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,Hungary,2,"North America
Asia
Europe

",Y
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,Italy,2,"North America
Asia
Europe

",Y
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,"Korea, Republic of",2,"North America
Asia
Europe

",Y
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,Poland,2,"North America
Asia
Europe

",Y
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,Slovakia,2,"North America
Asia
Europe

",Y
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,Switzerland,2,"North America
Asia
Europe

",Y
128,NCT01147003,Elger 2017,47,46,93,9/1/2011,2011,1,Phase 2,1,y,n,* only core ( RCT) population demographic  recorded,R,"A 12-week, Multi-center, Randomized, Double-blind, Placebo-controlled Efficacy and Safety Study Examining Seizure Frequency of BGG492 Capsules as Adjunctive Treatment in Patients With Partial Onset Seizures",Novartis,1,"Investigational new drug, company code: BGG492 | Placebo | Investigational new drug, company code: BGG492",18-65,n,65,65-<75,"Taiwan, Province of China",2,"North America
Asia
Europe

",Y
129,NCT00699582,French 2013,186,200,386,1/1/2011,2011,1,Phase 3,4,y,y,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Double-Blind, Placebo-Controlled, Dose-Escalation, Parallel-Group Study to Evaluate the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures",Eisai Inc.,1,E2007 (perampanel) | E2007 (perampanel) | Placebo,12 years and older,y,nil,>/75,Australia,2,"Oceania
Europe
Asia
North America
Africa",Y
129,NCT00699582,French 2013,186,200,386,1/1/2011,2011,1,Phase 3,4,y,y,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Double-Blind, Placebo-Controlled, Dose-Escalation, Parallel-Group Study to Evaluate the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures",Eisai Inc.,1,E2007 (perampanel) | E2007 (perampanel) | Placebo,12 years and older,y,nil,>/75,Austria,2,"Oceania
Europe
Asia
North America
Africa",Y
129,NCT00699582,French 2013,186,200,386,1/1/2011,2011,1,Phase 3,4,y,y,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Double-Blind, Placebo-Controlled, Dose-Escalation, Parallel-Group Study to Evaluate the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures",Eisai Inc.,1,E2007 (perampanel) | E2007 (perampanel) | Placebo,12 years and older,y,nil,>/75,Belgium,2,"Oceania
Europe
Asia
North America
Africa",Y
129,NCT00699582,French 2013,186,200,386,1/1/2011,2011,1,Phase 3,4,y,y,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Double-Blind, Placebo-Controlled, Dose-Escalation, Parallel-Group Study to Evaluate the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures",Eisai Inc.,1,E2007 (perampanel) | E2007 (perampanel) | Placebo,12 years and older,y,nil,>/75,Germany,2,"Oceania
Europe
Asia
North America
Africa",Y
129,NCT00699582,French 2013,186,200,386,1/1/2011,2011,1,Phase 3,4,y,y,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Double-Blind, Placebo-Controlled, Dose-Escalation, Parallel-Group Study to Evaluate the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures",Eisai Inc.,1,E2007 (perampanel) | E2007 (perampanel) | Placebo,12 years and older,y,nil,>/75,Finland,2,"Oceania
Europe
Asia
North America
Africa",Y
129,NCT00699582,French 2013,186,200,386,1/1/2011,2011,1,Phase 3,4,y,y,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Double-Blind, Placebo-Controlled, Dose-Escalation, Parallel-Group Study to Evaluate the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures",Eisai Inc.,1,E2007 (perampanel) | E2007 (perampanel) | Placebo,12 years and older,y,nil,>/75,France,2,"Oceania
Europe
Asia
North America
Africa",Y
129,NCT00699582,French 2013,186,200,386,1/1/2011,2011,1,Phase 3,4,y,y,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Double-Blind, Placebo-Controlled, Dose-Escalation, Parallel-Group Study to Evaluate the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures",Eisai Inc.,1,E2007 (perampanel) | E2007 (perampanel) | Placebo,12 years and older,y,nil,>/75,United Kingdom of Great Britain and Northern Ireland ,2,"Oceania
Europe
Asia
North America
Africa",Y
129,NCT00699582,French 2013,186,200,386,1/1/2011,2011,1,Phase 3,4,y,y,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Double-Blind, Placebo-Controlled, Dose-Escalation, Parallel-Group Study to Evaluate the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures",Eisai Inc.,1,E2007 (perampanel) | E2007 (perampanel) | Placebo,12 years and older,y,nil,>/75,Greece,2,"Oceania
Europe
Asia
North America
Africa",Y
